#Cfactor 0.0587752
Recipient	Ethiopia_14L679	Ethiopia_14L834	Ethiopia_14L847	Ethiopia_14L879	Ethiopia_14L880	Ethiopia_14L881	Ethiopia_14L882	Ethiopia_14L883	Ethiopia_14L884	Ethiopia_14L885	Ethiopia_14L886	Ethiopia_14L887	Ethiopia_14L888	Ethiopia_14L889	Ethiopia_14L890	Ethiopia_14L891	Ethiopia_14L892	Ethiopia_14L894	Ethiopia_14L895	Kenya_16E222	Kenya_16E223	Kenya_16E224	Kenya_16E225	Kenya_16E251	Kenya_DJM07A185	Kenya_DJM07A191	Tanzania_14K873	Tanzania_14K880	Tanzania_14K887	Tanzania_14K907	Ethiopia_14L359	Ethiopia_14L373	Ethiopia_14U082	Ethiopia_14U087	Ethiopia_14U096	Ethiopia_14U104	Ethiopia_14U125	Ethiopia_14U142	Ethiopia_14U144	Ethiopia_14U149	Ethiopia_14U193	Ethiopia_14U199	Ethiopia_14U200	Ethiopia_14U286	Ethiopia_14U287	Ethiopia_14U289	Ethiopia_14U290	Ethiopia_14U291	Ethiopia_14U295	Ethiopia_14U296	Ethiopia_14U297	Ethiopia_14U298	Ethiopia_14U299	Ethiopia_14U300	Ethiopia_14U301	Ethiopia_14U324	Ethiopia_14U331	Ethiopia_14U333	Ethiopia_14U334	Ethiopia_14U338	Ethiopia_14U339	Ethiopia_14U340	Ethiopia_14U341	Ethiopia_14U342	Ethiopia_14U343	Ethiopia_14U352	Ethiopia_14U357	Ethiopia_14U358	Ethiopia_14U371	Ethiopia_14U393	Ethiopia_14U395	Ethiopia_14U396	Ethiopia_14U397	Ethiopia_14U398	Ethiopia_14U399	Ethiopia_14U400	Malawi_12R812	Malawi_12R814	Malawi_12R815	Namibia_15A720	Namibia_15A721	Namibia_15A722	Namibia_15A723	Namibia_15A724	Namibia_15A725	Namibia_15A726	Namibia_15A727	Namibia_15A728	Namibia_15A729	Namibia_15A730	Namibia_15A731	Namibia_15A732	Namibia_15A733	Namibia_15A734	Namibia_15A735	Namibia_15D002	Namibia_15D003	Namibia_15D097	Namibia_15D326	Namibia_15D327	Namibia_15D384	Namibia_15D416	Namibia_15D417	Namibia_15D418	Namibia_15D419	Namibia_15D439	Namibia_15D440	Namibia_15D441	Namibia_15D442	Namibia_15D443	Namibia_15D444	South_07F538	South_07F539	South_07F540	South_07F541	South_07F542	South_07F543	South_07F544	South_07F545	South_07F546	South_07F547	South_07F548	South_07F549	South_07F550	South_07F551	South_07F552	South_07F553	South_07F554	South_07F555	South_14B025	South_14B026	South_14B027	South_14B028	South_14B029	South_14B030	South_NP04B974	South_NP99T477	Zambia_11J827	Zambia_11K174	Zambia_11K610	Zambia_11K611	Zambia_11K612	Zambia_11K613	Zambia_11K879	Zambia_12R813	Albania_16J474	Albania_16J479	Albania_16J482	Algeria_11J924	Algeria_11J932	Algeria_12N575	Algeria_12N619	Algeria_14B032	Algeria_14B034	Andalusia_16C400	Andalusia_16C402	Andalusia_16C404	Austria_15G657	Austria_15G872	Austria_15H944	Azerbaijan_14M917	Azerbaijan_14M918	Benin_14E446	Benin_14T584	Benin_14T587	Benin_14T596	Benin_14T597	Benin_14T638	Benin_14T639	Benin_14T640	Benin_14T724	Benin_14T725	Benin_14T738	Benin_14T770	Benin_14T860	Benin_14T867	Benin_14T868	Bosnia_14B830	Bosnia_14B839	Bulgaria_14C748	Bulgaria_14C800	Bulgaria_14C902	Bulgaria_14C960	Canarias_16L307	Canarias_16L308	Canarias_16L309	Canarias_16L315	Chad_14T052	Chad_14T063	Chad_14T111	Chad_14T130	Chad_14T195	Chad_14T198	Chad_14T240	Chad_14T245	Chad_14T253	Chad_14T312	Chad_14T320	Chad_14T352	Chad_14T354	Chad_14T378	Chad_14T386	Crete_12M184	Crete_12M186	Crete_12M236	Crete_12M259	Crete_12M260	Egypt_16E185	Egypt_16E186	Estonia_10A745	Estonia_10A746	Estonia_10A762	Finland_15J795	France_12O100	France_12P893	France_15F633	France_15J206	France_15J431	Greece_14C482	Greece_14C572	Greece_14H079	Greece_14H343	Greece_14H393	Iran_16K324	Iran_16K325	Iran_16K326	Iran_16K327	Iran_16K328	Iran_16K329	Iran_16K330	Iran_16K331	Israel_14L414	Israel_14L415	Israel_16E187	Israel_16E188	Israel_16E190	Israel_16E191	Israel_16E196	Israel_16E197	Israel_16L304	Israel_16L305	Italy_12O537	Italy_12R352	Italy_13S572	Italy_14I349	Italy_14I463	Italy_14I469	Italy_14N070	Italy_14N645	Italy_14W035	Italy_15A511	Kaliningrad_15O446	Kaliningrad_15O450	Kaliningrad_15O451	Kaliningrad_15O452	Kaliningrad_15O460	Kaliningrad_15O462	Kazakhstan_11G240	Kazakhstan_11G241	Kazakhstan_11G320	Kazakhstan_11G321	Kazakhstan_11G362	Kazakhstan_11G870	Kazakhstan_11G951	Kazakhstan_11G952	Mali_06A107	Malta_10C596	Malta_10C597	Morocco_06A089	Morocco_11F213	Morocco_11F429	Morocco_11F504	Morocco_11F742	Morocco_11F828	Morocco_11F977	Morocco_12L683	Morocco_12L741	Morocco_12L797	Oman_13S207	Oman_13S234	Oman_13S235	Oman_13S236	Oman_13S243	Oman_13S244	Poland_16E535	Poland_16E536	Poland_16E537	Poland_16E538	Poland_16E539	Poland_16E540	Poland_16E541	Poland_16E542	Poland_16E543	Poland_16E545	Portugal_14B160	Portugal_14B421	Portugal_14B525	Romania_12R731	Romania_14C111	Romania_16D085	Russia_16A391	Russia_16E557	Sardinia_12O537	Senegal_14T967	Senegal_14U004	Senegal_14U016	Senegal_14U019	Senegal_14U020	Senegal_14U042	Senegal_14U046	Senegal_14U050	Senegal_14U074	Senegal_14U075	Serbia_14E829	Serbia_14E899	Serbia_14F244	Serbia_16E219	Serbia_16E220	Serbia_16E221	Sicily_12M321	Sicily_16A468	Sicily_16A518	Spain_09V864	Spain_11D929	Spain_12Q508	Spain_13S259	Spain_13S390	Spain_14K196	Spain_15D678	Spain_15D930	Spain_16D104	Spain_16D185	Sweden_12Q564	Sweden_14C065	Sweden_16E210	Sweden_16E211	Sweden_16H700	Switzerland_15H949	Switzerland_16E549	Switzerland_16E550	Switzerland_16E551	Switzerland_16E623	Tenerife_16A390	Tunisia_12N265	Tunisia_12N266	Tunisia_12N495	Tunisia_12N504	Tunisia_13S961	Turkey_07C199	Turkey_07C218	Turkey_07C220	Turkey_07C268	Turkey_07F223	Turkey_07F276	Ukraine_14B610
Ethiopia_14L679	0	392.842	388.167	389.38	389.184	388.65	390.044	389.753	388.161	391.005	389.381	389.285	389.913	389.543	389.522	392.135	387.118	390.24	387.008	388.345	388.625	389.169	390.044	390.729	388.138	385.903	387.87	387.984	390.498	392.682	390.142	388.969	390.231	388.139	389.095	389.175	389.492	390.662	389.375	390.318	390.295	390.212	388.848	389.527	389.336	388.659	388.569	390.079	386.973	386.826	389.884	390.672	390.846	389.131	389.14	389.328	389.102	388.745	388.67	391.378	391.79	388.55	389.314	390.13	389.968	388.751	389.507	391.308	389.634	391.341	396.812	387.797	387.421	386.956	386.901	387.208	387.102	388.343	389.564	387.724	388.634	388.352	387.295	391.773	386.853	389.392	390.871	388.01	387.05	387.174	388.433	388.907	387.151	390.345	387.936	387.233	387.21	391.05	388.705	388.726	389.728	391.931	389.425	392.251	387.136	387.997	391.721	388.005	387.696	388.781	389.513	389.473	388.737	386.571	398.458	386.338	392.113	388.034	390.222	389.152	386.978	391.676	391.26	390.158	389.819	390.931	390.091	390.125	390.595	388.911	388.431	391.453	388.78	390.676	391.393	392.153	387.893	388.51	390.438	389.885	389.525	390.051	388.421	389.368	390.515	388.123	389.68	388.775	390.587	390.72	388.115	390.863	389.433	388.197	388.342	389.377	389.272	388.3	388.292	389.747	387.828	388.602	393.401	390.606	387.396	388.138	386.558	387.212	389.556	390.024	395.713	390.975	388.055	390.263	389.237	387.519	388.251	389.079	391.33	388.706	387.384	389.261	389.846	388.761	389.413	390.332	389.826	390.43	387.64	387.197	389.091	390.886	388.347	389.877	389.539	388.479	390.698	390.52	389.4	389.606	388.379	393.336	390.256	387.97	389.068	389.404	388.663	387.807	386.545	388.228	580.918	388.867	389.045	387.788	388.02	391.157	390.084	388.347	390.433	388.655	389.011	390.007	389.804	388.912	391.184	389.813	387.743	388.564	387.728	390.409	387.873	388.746	391.133	387.119	387.822	389.125	745.661	388.765	386.571	389.299	390.775	391.456	389.095	386.953	388.131	390.093	390.329	390.138	388.622	387.27	390.066	387.987	389.979	388.706	388.923	388.929	386.519	389.661	390.338	388.828	389.275	389.97	389.404	390.165	389.385	388.376	388.295	388.325	389.533	389.805	386.654	387.833	388.659	387.937	390.4	388.577	388.039	388.543	387.316	389.8	389.972	389.566	388.837	391.654	389.664	388.879	389.553	386.423	390.266	386.433	388.402	385.655	388.696	386.992	387.713	389.729	386.996	386.954	387.273	387.991	790.357	392.916	388.098	387.296	389.346	389.37	388.027	387.647	387.08	390.316	389.434	389.656	389.764	388.674	386.684	392.457	386.692	388.143	389.946	386.917	387.64	392.744	391.049	388.718	387.692	388.923	391.818	389.972	390.53	390.276	387.837	389.827	390.249	389.261	388.964	388.207	388.089	388.184	387.573	388.189	388.051	388.109	387.831	388.761	387.542	391.239	388.618	387.515	392.919	389.076	389.642	387.582	394.272	389.246	387.554
Ethiopia_14L834	393.668	0	393.22	389.685	397.078	389.644	389.774	391.99	396.111	391.415	392.662	391.562	390.962	387.887	390.293	391.069	389.998	389.009	391.289	389.319	389.648	388.319	389.776	389.939	388.583	388.093	389.797	389.023	389.719	389.444	388.371	389.938	389.024	388.725	390.212	396.886	394.636	390.204	389.976	389.516	390.628	389.219	392.748	391.836	392.061	388.93	389.971	391.231	392.48	392.118	389.953	390.511	392.747	390.438	392.321	391.1	390.072	389.142	390.61	392.62	389.821	393.578	391.239	389.204	393.614	389.767	388.557	391.086	389.585	390.659	389.811	389.4	390.171	389.551	391.433	392.076	394.266	393.037	388.596	387.037	389.073	386.416	389.084	391.17	389.942	389.371	388.782	390.073	388.312	391.799	389.43	389.276	391.552	388.33	389.307	388.755	393.633	389.11	388.409	390.229	392.328	390.024	392.288	389.427	387.033	389.861	389.458	389.434	387.429	388.149	387.969	392.094	387.572	390.275	390.324	390.061	389.433	391.657	392.052	387.363	390.322	389.248	390.205	391.258	388.554	390.413	389.143	389.883	389.312	390.05	391.206	390.082	390.758	389.279	391.646	389.612	391.835	389.789	390.589	389.764	388.499	388.852	390.92	390.845	388.706	389.644	393.887	390.148	390.939	389.619	388.073	389.461	392.558	390.467	392.547	394.566	388.531	390.363	389.773	390.497	387.951	389.81	391.589	389.392	391.457	387.353	388.649	393.904	388.706	390.939	390.368	392.221	392.434	388.883	391.761	392.127	391.95	389.038	388.967	394.706	388.437	388.549	389.995	390.788	389.006	390.675	393.503	388.861	389.372	388.213	390.781	390.083	390.037	392.343	391.401	389.502	391.258	391.672	389.89	389.241	390.047	394.451	396.222	389.304	390.467	389.833	392.78	390.459	388.626	389.587	482.457	390.05	387.174	389.46	389.258	391.093	389.846	390.955	390.647	391.494	389.179	388.807	389.733	390.169	389.987	388.354	390.004	390.043	390.231	390.247	389.001	389.649	390.219	389.316	390.996	388.586	600.295	389.186	389.458	391.564	388.742	397.607	391.07	390.938	388.507	390.705	389.246	390.234	391.258	390.337	391.719	390.254	389.584	387.702	388.923	388.873	394.29	393.227	390.021	390.083	390.262	389.155	389.241	391.859	389.399	388.818	393.194	392.503	392.181	393.006	391.397	392.586	389.207	388.271	389.787	392.485	395.218	389.116	391.491	389.482	388.736	391.536	390.86	394.364	388.148	391.433	390.453	389.43	389.745	388.174	389.384	393.281	388.154	389.417	393.045	388.761	390.874	388.448	389.904	388.904	630.546	392.945	388.529	389.84	390.727	390.949	390.537	390.516	388.955	388.165	390.478	390.418	389.856	390.084	391.446	388.681	389.981	390.013	389.296	390.458	388.552	391.243	391.735	389.135	388.658	389.362	390.097	388.754	390.999	390.779	389.775	391.828	388.238	389.93	391.563	387.618	388.853	389.133	389.751	390.374	390.621	389.61	389.826	392.943	390.285	390.887	388.425	392.534	390.536	391.392	389.59	391.47	388.375	388.331	390.484
Ethiopia_14L847	386.796	390.702	0	389.74	389.979	387.149	389.84	388.223	389.445	388.367	387.939	388.418	387.151	391.559	387.166	392.298	387.61	387.754	391.643	387.07	386.696	389.031	389.933	386.847	386.632	386.367	386.506	388.964	387.06	389.397	388.038	386.789	385.609	386.345	386.458	389.539	386.347	389.833	391.103	386.589	393.418	388.752	387.542	388.287	386.339	387.374	390.326	386.431	386.722	388.405	386.684	389.16	389.734	386.829	387.334	388.861	387.996	386.505	389.126	385.79	386.464	387.853	387.837	389.003	389.249	387.214	387.236	386.559	386.264	388.053	386.597	386.791	386.891	387.722	385.993	387.946	386.56	385.963	386.885	388.54	387.103	389.851	392.227	387.881	390.79	388.276	385.96	389.819	386.214	386.618	385.119	387.555	385.943	387.75	387.157	388.039	387.96	387.743	389.853	388.48	388.791	385.481	392.443	385.658	387.26	389.979	384.638	387.985	387.919	390.988	385.148	387.897	387.087	388.352	388.996	388.018	386.075	387.003	388.732	386.958	386.723	388.782	389.585	387.364	386.553	388.14	387.142	388.266	389.218	387.307	387.703	387.149	386.286	386.143	388.61	387.864	387.853	389.419	387.877	386.979	388.564	385.902	385.931	386.457	388.59	387.797	391.482	388.446	388.995	387.02	387.385	387.611	386.134	389.019	388.284	388.624	385.765	390.221	388.078	389.001	385.767	386.348	392.468	385.336	387.142	386.998	393.506	385.972	386.912	392.161	386.9	389.052	387.279	386.549	386.003	388.268	385.925	386.034	387.266	389.276	387.945	387.332	386.714	391.98	386.85	390.584	387.844	389.249	387.094	387.086	390.645	388.869	386.93	388.023	386.042	387.005	387.514	387.536	387.794	386.511	386.834	387.218	387.802	387.27	387.297	388.226	387.529	387.694	385.835	386.533	657.1	386.213	386.124	386.915	386.825	390.836	386.683	388.032	392.315	386.474	388.619	387.697	386.675	388.944	388.127	387.441	387.508	389.669	386.394	385.795	386.33	387.315	388.342	387.855	388.643	387.418	942.94	388.72	386.457	387.292	386.035	394.522	388.006	387.365	387.056	388.549	389.09	388.011	388.766	388.838	388.458	387.417	389.027	386.647	388.246	393.024	386.185	387.387	386.777	388.359	390.247	385.225	386.89	390.499	388.869	385.371	387.295	389.175	385.889	386.34	389.23	386.514	386.996	386.274	389.06	386.796	386.565	386.915	386.66	388.835	386.838	387.801	386.026	386.049	387.753	392.203	386.859	385.787	385.974	388.852	385.937	388.16	386.827	387.035	385.522	387.714	388.154	387.676	385.339	384.815	1008.06	390.097	386.349	388.217	386.585	389.102	391.359	386.746	386.134	386	391.589	388.341	387.018	386.937	387.485	387.965	384.511	391.074	388.14	389.048	385.403	388.588	388.185	386.499	386.322	384.714	385.274	387.103	388.108	388.657	389.422	387.525	388.936	387.137	386.778	385.933	385.984	388.254	385.75	386.866	386.111	388.076	386.181	389.394	388.313	387.352	389.533	387.283	386.621	385.296	386.946	389.269	391.965	387.407	388.506
Ethiopia_14L879	391.938	389.325	392.105	0	388.725	388.774	394.833	389.355	388.428	389.647	389.609	394.529	389.277	389.116	395.812	391.352	390.992	388.996	391.133	388.428	389.418	387.634	387.977	390.555	390.892	388.906	394.003	388.346	392.026	392.164	388.939	392.841	391.523	392.492	388.424	390.089	389.669	389.283	389.913	389.99	388.048	387.42	387.965	392.127	392.402	389.697	391.354	390.064	393.848	388.873	392.112	387.961	393.963	390.567	389.778	389.37	387.751	389.676	390.611	389.137	388.816	392.891	387.855	388.756	389.885	388.448	389.364	390.036	391.198	389.435	390.964	391.199	389.087	392.455	392.382	389.928	397.61	393.28	389.851	387.527	390.31	387.414	389.826	388.131	387.621	389.834	389.343	388.313	389.07	391.301	390.459	389.262	391.047	386.808	387.972	389.785	389.765	388.57	387.4	389.272	389.348	388.642	393.751	388.122	389.662	387.978	390.361	387.374	390.223	392.797	389.794	389.384	389.508	388.895	387.908	390.303	387.226	389.709	388.933	387.825	389.958	387.62	389.268	387.903	390.887	391.023	391.079	390.846	393.198	390.067	391.85	388.859	390.172	386.437	389.165	389.174	388.462	388.588	389.087	388.208	389.173	388.501	388.811	389.997	391.506	392.916	391.301	391.782	389.442	388.741	388.631	389.926	393.205	389.984	389.59	390.767	391.104	389.37	390.427	389.661	388.434	388.075	392.749	392.233	389.017	387.51	395.023	389.54	389.689	393.88	389.919	390.097	387.543	389.546	390.062	389.294	392.114	391.189	392.015	388.22	389.05	391.038	392.61	388.551	387.599	388.639	392.29	389.846	391.515	388.267	392.432	391.188	389.08	395.121	391.003	391.672	392.997	391.59	389.263	388.354	390.772	388.58	392.081	391.831	389.936	394.954	392.389	392.932	391.97	391.3	508.484	389.498	389	391.646	391.307	395.149	389.655	390.004	389.31	389.764	388.991	387.985	393.329	388.608	389.985	389.505	389.037	387.613	389.937	389.438	390.574	391.634	387.809	389.205	388.147	389.548	637.742	389.838	388.266	390.551	389.428	390.658	391.602	392.745	389.124	391.058	390.9	390.263	388.294	390.836	395.532	390.817	391.074	389.27	387.158	388.868	391.172	388.461	391.68	389.675	392.974	391.616	391.983	389.396	392.958	387.643	388.141	392.798	389.326	388.632	393.551	392.022	390.163	393.418	389.759	389.045	389.447	390.308	389.886	391.07	390.263	388.575	392.143	388.874	387.552	388.51	388.182	388.518	390.906	389.07	388.785	388.29	390.025	387.994	387.857	391.209	389.153	388.999	388.535	392.067	657.327	393.295	391.35	393.592	389.109	388.373	389.636	390.936	390.7	390.176	393.509	387.62	390.769	389.261	388.942	389.271	389.792	390.441	389.646	389.149	386.699	389.313	392.682	388.433	392.02	389.328	387.912	387.97	389.097	388.395	386.106	394.513	393.687	388.348	387.939	389.207	388.718	387.198	390.666	394.178	387.93	389.584	389.951	389.679	387.63	389.52	388.863	390.675	391.605	390.741	388.418	388.759	389.982	391.531	389.936
Ethiopia_14L880	388.59	396.02	392.021	387.355	0	387.814	388.667	389.289	389.979	387.216	386.492	393.877	389.152	396.782	388.435	390.114	388.436	389.02	393.071	388.314	387.675	387.311	387.756	387.807	389.824	389.516	388.635	387.459	388.074	389.619	388.404	388.175	387.418	389.433	388.822	387.051	388.232	387.901	387.915	387.379	393.502	387.96	389.673	389.28	387.521	389.698	390.333	388.472	388.112	387.826	388.794	389.33	390.199	388.705	387.846	388.803	387.976	388.967	391.936	388.419	388.733	388.211	389.752	387.994	390.303	388.723	389.287	389.469	388.619	389.647	390.809	388.177	389.036	389.584	389.421	388.882	386.7	389.849	388.664	386.649	390.619	386.246	389.875	390.246	389.872	387.48	386.865	389.648	387.952	389.123	387.479	388.559	387.87	386.533	386.357	387.155	386.535	387.536	390.765	387.513	388.524	388.803	387.757	393.226	384.912	387.357	388.574	387.873	388.252	391.638	386.385	389.887	388.153	388.586	387.476	392.416	386.902	390.996	390.577	389.012	388.4	388.215	387.337	388.255	387.834	388.239	388.622	388.17	388.929	387.565	388.76	389.187	389.175	387.511	392.177	388.205	387.23	388.009	390.376	389.903	388.161	389.98	390.465	386.702	387.252	388.303	388.413	387.791	388.585	391.291	388.028	389.515	390.651	389.457	386.618	387.331	388.294	388.089	388.843	388.162	387.714	386.754	389.049	386.46	395.262	391.781	388.204	393.014	387.84	386.492	387.865	388.727	387.923	388.584	391.082	388.077	388.066	385.906	386.761	389.238	389.091	388.078	390.246	388.947	392.654	388.038	387.821	388.682	390.348	389.06	390.299	388.183	389.503	389.631	388.573	393.549	388.603	390.27	388.982	392.667	387.815	389.291	387.859	389.237	388.1	387.537	389.033	388.778	387.155	388.803	571.443	388.408	390.228	387.433	387.998	389.172	389.301	387.701	389.927	390.088	389.244	388.797	390.131	388.737	387.711	385.688	387.591	390.105	390.031	389.339	388.694	394.889	389.273	388.27	387.349	389.751	801.409	389.454	386.923	388.025	387.114	395.358	387.189	388.879	388.851	388.386	387.551	386.809	388.847	388.345	387.409	387.614	389.022	388.763	388.548	393.062	388.422	385.73	386.725	388.9	390.927	386.686	389.836	391.444	388.401	387.398	387.847	389.877	388.893	395.399	390.1	392.676	387.22	388.453	391	389.43	387.116	386.926	389.73	389.622	387.481	389.236	388.106	387.761	388.595	390.196	389.24	387.811	388.935	386.629	386.977	388.186	387.702	386.66	388.407	392.198	395.927	390.132	387.728	387.5	862.164	393.127	390.089	388.804	386.048	390.855	389.467	388.693	387.85	387.517	388.887	388.84	390.172	389.821	389.276	387.082	386.465	387.286	390.07	389.609	388.151	388.37	389.041	385.451	387.259	386.424	390.409	389.081	388.815	387.648	389.274	388.605	389.565	389.825	387.861	387.759	387.605	387.377	387.591	390.003	386.929	387.526	387.895	388.803	387.985	385.878	390.035	392.118	389.059	387.991	390.995	388.819	388.97	388.227	389.4
Ethiopia_14L881	388.434	388.271	388.106	387.843	387.801	0	387.641	393.054	388.816	388.216	392.402	387.617	389.318	391.772	390.037	389.963	390.234	387.734	389.468	389.473	388.76	388.251	387.106	389.184	387.581	388.253	388.426	389.271	388.079	385.977	388.643	389.062	389.09	388.536	390.536	388.204	391.995	387.49	388.46	389.12	388.679	387.71	390.691	390.795	390.436	388.015	387.801	389.531	388.879	387.398	388.667	386.885	390.422	387.998	389.323	388.738	391.656	389.002	389.136	388.413	394.021	388.013	387.967	387.638	389.05	388.357	388.253	391.393	388.4	388.32	387.741	388.868	387.513	388.72	388.338	388.731	393.684	388.889	389.072	388.432	386.35	386.805	387.04	387.92	392.929	391.353	386.685	389.166	387.934	390.303	386.048	387.436	388.378	389.61	387.644	388.733	388.821	390.742	387.861	389.507	388.496	386.439	385.567	387.793	387.346	388.697	392.008	387.305	388.688	387.321	387.533	387.985	393.835	388.469	391.644	386.913	386.794	387.098	389.836	386.026	387.039	389.198	389.568	390.31	389.011	388.335	387.485	388.977	387.529	387.817	389.653	388.668	390.179	388.053	391.154	389.622	385.945	390.34	388.41	391.697	388.685	387.339	388.156	392.348	390.045	388.888	388.974	389.192	387.777	388.486	387.678	388.808	389.092	393.746	389.573	388.407	389.188	387.527	392.064	394.274	386.331	390.545	390.257	387.891	388.625	388.605	389.84	389.615	386.868	386.438	391.124	390.851	387.142	388.831	387.844	389.187	387.666	386.817	389.805	387.852	394.36	390.865	387.89	387.258	387.346	392.012	389.376	388.042	388.462	391.097	387.589	389.218	388.881	387.702	387.246	388.975	399.11	388.258	389.116	387.355	388.494	390.228	388.999	391.729	387.872	388.729	393.499	387.032	387.745	388.383	585.693	388.018	388.632	389.759	388.654	389.706	389.76	386.297	388.121	390.59	391.319	390.309	390.485	392.993	388.27	387.244	385.955	391.002	393.672	388.438	389.718	393.226	388.254	387.894	389.987	389.177	777.462	387.196	387.347	389.097	389.558	392.774	387.773	388.115	388.662	388.629	390.575	388.127	386.351	387.475	389.889	390.462	389.073	389.455	391.157	387.364	387.751	388.46	388.188	391.771	388.446	388.356	388.833	389.283	388.862	387.73	390.31	388.842	388.05	387.715	392.28	387.344	389.757	388.07	388.647	388.293	390.933	395.765	388.284	389.843	390.18	388.114	388.235	390.298	386.629	386.063	391.628	388.151	386.287	387.591	385.537	386.903	394.364	390.628	388.382	389.751	387.045	389.062	387.632	388.672	829.746	391.491	390.457	392.705	388.296	390.018	385.923	388.277	388.044	388.731	388.463	390.347	388.461	388.662	389.939	387.004	388.51	387.465	388.097	388.578	389.078	393.459	389.477	386.593	386.941	389.607	387.272	386.933	390.126	386.447	391.146	390.28	388.571	389.575	387.473	387.87	388.659	387.193	390.834	387.476	387.744	388.885	386.95	387.944	388.143	393.546	387.911	388.396	388.756	391.4	393.721	388.63	388.506	386.877	386.596
Ethiopia_14L882	388.412	387.63	390.338	392.864	388.246	387.068	0	391.985	388.108	388.91	389.224	387.457	388.074	391.611	388.875	390.301	387.927	386.989	387.54	389.532	388.995	388.863	389.163	388.516	385.989	390.829	390.245	388.017	387.838	391.63	386.641	385.41	389.606	388.523	389.131	388.351	389.575	389.472	387.641	388.289	388.193	387.892	388.131	388.15	387.918	389.025	387.711	387.59	392.299	390.463	389.003	387.463	392.939	389.732	392.643	388.038	388.207	390.052	388.232	387.105	388.003	388.735	389.317	390.41	387.246	388.767	387.887	387.005	390.49	387.485	388.962	390.391	388.152	390.824	389.178	388.737	387.651	388.451	391.267	387.755	388.055	386.859	390.263	386.596	387.775	388.256	389.087	390.187	386.792	386.136	386.592	388.148	386.44	386.878	388.525	387.215	387.756	387.638	387.211	389.277	388.55	389.253	391.591	389.049	385.559	387.972	387.015	389.061	388.259	389.998	392.019	387.48	386.803	386.978	387.708	390.187	386.933	387.308	387.264	388.027	387.273	389.701	390.171	395.656	388.863	390.993	388.692	392.657	392.737	387.597	392.807	390.372	388.184	389.037	391.489	386.421	388.358	388.905	389.848	389.318	386.616	390.135	391.824	387.233	389.25	387.737	390.254	389.137	389.831	390.64	390.11	388.263	392.709	392.894	391.084	390.703	388.234	388.675	390.21	387.364	388.829	389.978	391.835	387.303	386.397	384.88	388.948	387.451	389.572	385.654	389.834	387.771	389.548	388.482	388.507	388.214	390.267	391.453	391.099	392.812	391.897	395.711	389.337	392.099	390.774	388.743	393.068	387.603	388.079	391.764	387.712	387.504	387.873	387.05	386.847	388.839	387.103	388.65	388.858	389.772	386.851	386.959	391.178	390.262	385.096	389.8	389.196	388.488	388.258	389.938	599.854	389.487	391.564	388.948	390.585	389.779	390.833	388.432	388.187	389.881	390.736	388.053	387.189	386.989	388.322	388.953	385.855	386.975	386.218	387.07	387.663	390.001	389.538	389.69	385.481	389.74	766.252	386.513	386.49	388.776	386.931	389.658	387.557	389.561	389.149	391.151	391.306	393.381	388.781	389.666	389.853	388.347	389.04	390.699	388.722	386.622	389.406	390.618	390.13	394.424	392.563	389.324	385.853	388.509	391.623	384.548	388.902	389.779	391.463	388.587	388.914	391.268	387.128	393.16	389.604	386.352	387.385	388.269	389.52	392.091	389.044	390.701	389.982	389.654	384.709	387.605	389.494	386.731	388.304	387.094	387.12	388.169	387.359	385.494	389.853	389.879	388.122	388.29	387.346	389.156	839.421	394.24	390.272	389.358	392.045	391.69	387.951	389.992	389.293	387.537	388.678	388.092	388.283	389.008	391.487	389.093	387.282	389.236	389.921	387.608	389.212	386.863	388.175	388.367	388.418	389.649	390.125	386.738	387.764	391.291	386.872	387.916	390.184	389.5	388.033	388.509	388.159	387.913	386.626	389.887	386.37	386.767	391.213	386.429	391.709	387.575	388.772	388.866	389.446	388.979	390.091	386.389	390.313	390.064	390.184
